192.168.43.217,"CVE-2010-2075 CVE-2004-2687 CVE-2012-1823, CVE-2012-2311, CVE-2012-2336, CVE-2012-2335 CVE-2010-1135, CVE-2010-1134, CVE-2010-1133, CVE-2010-1136 CVE-2008-5304, CVE-2008-5305"
192.168.43.182,"CVE-2017-0143, CVE-2017-0144, CVE-2017-0145, CVE-2017-0146, CVE-2017-0147, CVE-2017-0148"
